예보시각,관광기후지수,관광기후지수등급,평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일교차,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각,일조합,일조율,일사합,평균습도(%rh),최저습도(%rh),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),최대순간풍속시각,최대풍속시각,year_month_day,year_month,month_day,year,month,date,day
2020-12-14,-0.46520000000000006,1.0,-7.7,-5.0,1454,-9.7,742,4.7,0.0,0.0,0,8.9,92.7,11.44,49.1,31.0,3.4,5.3,290.0,9.8,320.0,1418,1410,20201214,202012,1214,2020,12,14,Monday
2020-12-15,-0.46360000000000007,1.0,-8.3,-4.6,1524,-11.1,756,6.5,0.0,0.0,0,9.0,93.8,11.61,43.0,28.0,2.8,5.2,320.0,9.1,320.0,1455,1450,20201215,202012,1215,2020,12,15,Tuesday
2020-12-16,-0.46680000000000005,1.0,-8.3,-3.9,1526,-11.2,559,7.3,0.0,0.0,0,9.0,93.8,11.44,43.9,29.0,2.6,4.6,290.0,8.3,290.0,1324,1406,20201216,202012,1216,2020,12,16,Wednesday
2020-12-17,-0.3379999999999999,1.0,-4.9,0.8,1531,-11.1,454,11.9,0.0,0.0,0,9.0,93.8,11.15,47.0,24.0,1.7,3.7,290.0,5.6,320.0,1149,1151,20201217,202012,1217,2020,12,17,Thursday
2020-12-18,-0.5340000000000003,1.0,-2.1,1.8,1425,-6.4,2343,8.2,0.2,0.0,0,5.5,57.3,8.45,57.0,34.0,3.0,5.4,320.0,9.9,340.0,2030,2034,20201218,202012,1218,2020,12,18,Friday
2020-12-19,-0.3256,1.12,-5.1,-1.2,1540,-9.6,728,8.4,0.0,0.0,0,9.0,93.8,11.27,45.1,26.0,2.4,5.1,290.0,9.3,320.0,1413,1422,20201219,202012,1219,2020,12,19,Saturday
2020-12-20,-0.22080000000000005,2.0,-3.7,1.1,1549,-8.2,714,9.3,0.0,0.0,0,9.1,94.8,11.0,50.4,29.0,2.0,4.4,290.0,7.6,320.0,1302,1303,20201220,202012,1220,2020,12,20,Sunday
2020-12-21,-0.344,1.04,-1.0,4.7,1500,-6.0,738,10.7,0.0,0.0,0,8.8,91.7,9.99,64.1,40.0,1.6,3.7,250.0,6.7,340.0,1347,1444,20201221,202012,1221,2020,12,21,Monday
2020-12-22,-0.13439999999999996,1.96,2.0,7.2,1444,-2.5,219,9.7,0.0,0.0,0,5.2,54.2,7.83,67.6,42.0,2.0,4.7,270.0,9.3,250.0,1500,1326,20201222,202012,1222,2020,12,22,Tuesday
2020-12-23,-0.4796000000000001,1.0,4.5,8.5,1441,-0.4,440,8.9,0.0,0.0,0,1.7,17.7,4.6,76.6,62.0,2.3,5.1,230.0,9.1,230.0,1537,1527,20201223,202012,1223,2020,12,23,Wednesday
2020-12-24,-0.18000000000000005,2.0,2.6,6.1,108,-2.0,2340,8.1,0.0,0.0,0,7.9,82.3,9.82,61.5,35.0,2.9,6.5,290.0,11.7,290.0,1321,1311,20201224,202012,1224,2020,12,24,Thursday
2020-12-25,-0.12000000000000006,2.0,-0.8,3.5,1420,-4.7,755,8.2,0.0,0.0,0,9.0,93.8,10.88,51.9,34.0,2.1,4.7,290.0,9.1,270.0,1407,1456,20201225,202012,1225,2020,12,25,Friday
2020-12-26,-0.05960000000000001,2.0,2.2,8.0,1443,-2.1,404,10.1,0.0,0.0,0,8.2,85.4,8.99,65.8,49.0,1.8,3.9,270.0,6.7,250.0,1417,1422,20201226,202012,1226,2020,12,26,Saturday
2020-12-27,-0.4371999999999999,1.0,5.8,10.0,1412,1.4,1,8.6,0.0,0.0,0,5.9,61.5,8.12,62.9,48.0,1.8,2.8,50.0,5.0,70.0,1429,833,20201227,202012,1227,2020,12,27,Sunday
2020-12-28,-0.2132,2.0,6.7,11.4,1344,4.2,826,7.2,1.3,0.0,0,8.0,83.3,9.12,72.1,45.0,1.4,3.1,290.0,5.9,270.0,1840,1738,20201228,202012,1228,2020,12,28,Monday
2020-12-29,-0.7899999999999996,1.0,0.1,4.3,6,-6.2,2356,10.5,0.2,0.0,0,0.0,0.0,1.98,70.8,40.0,2.9,6.1,320.0,10.2,290.0,2034,2046,20201229,202012,1229,2020,12,29,Tuesday
2020-12-30,-0.6199999999999997,1.0,-10.9,-6.2,1,-12.9,2222,6.7,0.0,0.0,0,8.3,86.5,11.36,55.5,41.0,4.1,6.2,270.0,10.6,290.0,1021,34,20201230,202012,1230,2020,12,30,Wednesday
2020-12-31,-0.7587999999999999,1.0,-8.9,-5.0,1512,-12.9,116,7.9,0.0,0.0,0,6.0,62.5,9.06,53.9,42.0,2.4,4.2,250.0,7.4,320.0,1406,1452,20201231,202012,1231,2020,12,31,Thursday
2021-01-01,-0.6408,1.0,-4.2,1.6,1447,-9.8,511,11.4,0.0,0.0,0,6.5,67.7,9.54,64.0,50.0,2.0,4.1,270.0,7.7,270.0,1530,1532,20210101,202101,101,2021,1,1,Friday
2021-01-02,-0.3791999999999999,1.0,-5.0,-1.4,1346,-8.4,805,7.0,0.0,0.0,0,9.0,93.8,11.34,38.5,29.0,2.6,5.4,320.0,9.9,290.0,1436,1413,20210102,202101,102,2021,1,2,Saturday
2021-01-03,-0.25080000000000013,1.88,-5.6,-2.0,1238,-9.1,536,7.1,0.0,0.0,0,5.5,56.7,8.8,45.0,28.0,2.0,4.5,270.0,8.5,320.0,1358,1345,20210103,202101,103,2021,1,3,Sunday
2021-01-04,-0.5199999999999997,1.0,-3.5,0.3,1535,-8.4,656,8.7,0.0,0.0,0,4.6,47.4,7.44,51.4,38.0,1.7,3.2,50.0,5.6,70.0,1200,609,20210104,202101,104,2021,1,4,Monday
2021-01-05,-0.4092,1.0,-5.5,-2.1,1,-9.9,2356,7.8,0.0,0.0,0,8.6,88.7,10.46,52.8,30.0,2.9,5.7,290.0,9.9,340.0,1105,1131,20210105,202101,105,2021,1,5,Tuesday
2021-01-06,-0.4700000000000001,1.0,-7.4,-1.9,1547,-12.0,702,10.1,2.3,0.0,0,9.1,93.8,11.78,54.6,24.0,2.4,8.1,290.0,15.9,290.0,2348,2351,20210106,202101,106,2021,1,6,Wednesday
2021-01-08,-0.6687999999999998,1.0,-14.9,-10.7,1450,-18.6,812,7.9,0.0,0.0,0,9.2,94.8,12.38,44.0,35.0,3.3,6.1,290.0,10.9,270.0,1518,1601,20210108,202101,108,2021,1,8,Friday
2021-01-09,-0.6364000000000002,1.0,-12.2,-7.5,1602,-16.6,614,9.1,0.0,0.0,0,9.0,92.8,11.59,46.3,35.0,2.6,6.5,290.0,11.4,270.0,1644,1628,20210109,202101,109,2021,1,9,Saturday
2021-01-10,-0.7484000000000001,1.0,-7.7,-2.7,1406,-12.8,538,10.1,0.0,0.0,0,6.2,63.3,9.84,54.4,37.0,1.3,2.6,50.0,4.2,160.0,1409,1110,20210110,202101,110,2021,1,10,Sunday
2021-01-11,-0.5055999999999997,1.0,-6.7,-4.0,1452,-9.6,502,5.6,0.0,0.0,0,0.0,0.0,4.47,62.1,50.0,1.9,3.5,290.0,5.4,50.0,1122,209,20210111,202101,111,2021,1,11,Monday
2021-01-12,-0.7220000000000003,1.0,-3.9,-0.5,1417,-9.3,657,8.8,2.6,0.0,0,3.6,36.7,6.13,79.5,61.0,1.8,3.4,50.0,4.9,50.0,1207,908,20210112,202101,112,2021,1,12,Tuesday
2021-01-13,-0.16839999999999997,2.0,2.0,8.3,1458,-3.0,430,11.3,0.0,0.0,0,6.1,62.2,8.27,80.3,63.0,2.4,4.9,230.0,9.0,200.0,1552,1542,20210113,202101,113,2021,1,13,Wednesday
2021-01-14,-0.12000000000000006,2.0,1.7,7.0,1506,-3.6,749,10.6,0.0,0.0,0,8.0,81.6,10.21,46.5,26.0,2.3,3.9,70.0,6.5,70.0,1353,1357,20210114,202101,114,2021,1,14,Thursday
2021-01-15,-0.8247999999999996,1.0,4.5,9.9,1303,-0.7,2357,10.6,0.2,0.0,0,0.0,0.0,2.11,67.4,42.0,3.0,5.8,230.0,10.6,250.0,1459,1503,20210115,202101,115,2021,1,15,Friday
2021-01-16,-0.4308000000000001,1.0,-4.9,-0.7,1,-8.7,2349,8.0,0.0,0.0,0,8.9,89.9,11.86,59.3,34.0,3.3,5.2,250.0,9.2,250.0,1510,1519,20210116,202101,116,2021,1,16,Saturday
2021-01-17,-0.5476000000000001,1.0,-5.5,-1.3,1516,-10.8,800,9.5,0.0,0.0,0,7.0,70.7,10.83,58.5,29.0,2.3,4.0,230.0,6.7,230.0,1634,1612,20210117,202101,117,2021,1,17,Sunday
2021-01-18,-0.87,1.0,-3.8,0.2,1325,-9.1,2356,9.3,0.3,0.0,0,2.5,25.3,4.54,64.3,30.0,3.2,8.6,290.0,14.6,270.0,1758,1607,20210118,202101,118,2021,1,18,Monday
2021-01-19,-0.27959999999999985,1.0,-6.3,-0.2,1537,-11.6,753,11.4,0.0,0.0,0,9.2,92.0,12.48,37.9,19.0,1.8,4.7,320.0,7.9,320.0,130,134,20210119,202101,119,2021,1,19,Tuesday
2021-01-20,-0.12000000000000006,2.0,-0.1,7.1,1559,-6.6,513,13.7,0.0,0.0,0,8.9,89.0,11.92,37.8,24.0,2.2,4.3,50.0,6.6,70.0,939,736,20210120,202101,120,2021,1,20,Wednesday
2021-01-21,-0.5700000000000002,1.0,4.5,7.0,1337,2.5,1,4.5,9.2,0.0,0,0.0,0.0,2.77,64.4,36.0,2.3,3.8,50.0,5.3,50.0,801,758,20210121,202101,121,2021,1,21,Thursday
2021-01-22,-0.39799999999999996,1.0,5.5,6.6,1356,4.8,5,1.8,0.1,0.0,0,0.0,0.0,2.34,92.9,89.0,1.7,3.2,70.0,4.9,70.0,2103,2116,20210122,202101,122,2021,1,22,Friday
2021-01-23,-0.49,1.0,7.6,12.2,1504,4.8,12,7.4,0.0,0.0,0,5.3,52.5,9.72,66.0,49.0,4.2,5.8,70.0,9.9,50.0,1436,1210,20210123,202101,123,2021,1,23,Saturday
2021-01-24,0.049200000000000035,2.04,7.3,13.9,1510,2.4,758,11.5,0.0,0.0,0,8.2,81.2,12.4,63.9,43.0,2.1,4.7,70.0,7.2,20.0,1,6,20210124,202101,124,2021,1,24,Sunday
2021-01-25,-0.28120000000000017,1.48,7.9,13.9,1527,3.0,542,10.9,0.0,0.0,0,7.6,75.2,10.74,62.0,37.0,1.9,3.6,70.0,5.5,70.0,1407,1408,20210125,202101,125,2021,1,25,Monday
2021-01-26,-0.5003999999999998,1.0,5.3,7.4,1,1.7,2357,5.7,1.7,0.0,0,0.0,0.0,1.95,80.4,64.0,1.9,3.8,270.0,6.8,320.0,1926,1652,20210126,202101,126,2021,1,26,Tuesday
2021-01-27,-0.5331999999999998,1.0,1.7,6.5,1400,-1.8,759,8.3,0.0,0.0,0,8.4,82.4,12.4,47.6,20.0,2.2,5.2,360.0,9.0,20.0,1259,1303,20210127,202101,127,2021,1,27,Wednesday
2021-01-28,-1.2636000000000003,1.0,-2.6,1.4,940,-9.7,2352,11.1,2.0,0.0,0,2.3,22.5,6.14,52.3,35.0,4.0,8.7,250.0,17.5,270.0,1747,1405,20210128,202101,128,2021,1,28,Thursday
2021-01-29,-0.4851999999999999,1.0,-8.8,-4.9,1556,-11.6,556,6.7,0.0,0.0,0,9.6,93.2,14.42,40.0,29.0,3.5,7.3,270.0,13.7,250.0,30,8,20210129,202101,129,2021,1,29,Friday
2021-01-30,-0.4600000000000003,1.0,-1.6,5.2,1614,-8.1,1,13.3,0.5,0.0,0,6.4,62.1,10.46,60.0,39.0,2.5,4.8,290.0,8.1,320.0,1355,1357,20210130,202101,130,2021,1,30,Saturday
2021-01-31,-0.5099999999999999,1.0,3.2,8.7,1517,-3.8,542,12.5,0.0,0.0,0,6.7,65.0,10.92,57.0,35.0,2.0,4.4,50.0,7.0,50.0,754,755,20210131,202101,131,2021,1,31,Sunday
2021-02-01,-0.4467999999999999,1.0,5.0,9.5,1320,-2.3,2357,11.8,0.7,0.0,0,1.1,10.7,5.8,74.5,45.0,2.7,6.7,270.0,11.4,270.0,2324,2326,20210201,202102,201,2021,2,1,Monday
2021-02-02,-0.5367999999999998,1.0,-5.6,-2.4,1,-8.2,756,5.8,0.0,0.0,0,9.6,92.3,14.69,44.1,28.0,3.9,5.9,290.0,11.2,290.0,338,341,20210202,202102,202,2021,2,2,Tuesday
2021-02-03,-0.43400000000000005,1.0,-3.2,1.4,1337,-9.4,335,10.8,3.4,0.0,0,6.6,63.5,11.7,64.6,43.0,2.2,4.5,230.0,8.5,270.0,1340,1347,20210203,202102,203,2021,2,3,Wednesday
2021-02-04,-0.24000000000000013,2.0,-3.6,0.7,1554,-7.4,732,8.1,0.1,0.0,0,9.6,92.3,15.33,50.1,29.0,2.5,5.3,250.0,10.4,250.0,417,350,20210204,202102,204,2021,2,4,Thursday
2021-02-05,-0.3472,1.0,1.4,6.7,1532,-4.4,1,11.1,0.0,0.0,0,2.7,25.7,7.95,71.8,60.0,2.4,5.1,200.0,9.3,230.0,1501,1502,20210205,202102,205,2021,2,5,Friday
2021-02-06,-0.35400000000000015,1.2,6.8,9.5,1405,4.3,1,5.2,0.0,0.0,0,0.1,1.0,4.77,80.4,72.0,2.2,4.6,180.0,8.0,230.0,1541,1353,20210206,202102,206,2021,2,6,Saturday
2021-02-07,-0.17520000000000002,2.0,3.6,7.7,1441,-2.6,2352,10.3,0.0,0.0,0,6.0,57.1,11.38,67.0,29.0,2.9,5.3,250.0,9.4,290.0,1410,1706,20210207,202102,207,2021,2,7,Sunday
2021-02-08,-0.3600000000000001,1.0,-3.1,0.2,1517,-5.4,734,5.6,0.0,0.0,0,9.6,90.6,15.91,43.6,29.0,3.4,6.3,320.0,11.5,320.0,1551,1528,20210208,202102,208,2021,2,8,Monday
2021-02-09,-0.13280000000000006,2.0,-0.9,4.7,1551,-6.1,415,10.8,0.0,0.0,0,9.7,91.5,15.46,51.9,28.0,2.0,4.8,250.0,8.1,250.0,1450,1426,20210209,202102,209,2021,2,9,Tuesday
2021-02-10,-0.364,1.0,3.4,7.2,1509,-1.5,339,8.7,0.0,0.0,0,0.7,6.5,6.15,75.1,63.0,2.1,4.3,200.0,7.7,200.0,1632,1632,20210210,202102,210,2021,2,10,Wednesday
2021-02-11,0.030000000000000016,2.0,5.5,10.9,1606,1.3,615,9.6,0.0,0.0,0,5.2,48.6,11.22,71.5,47.0,1.3,3.1,90.0,4.9,110.0,1137,1143,20210211,202102,211,2021,2,11,Thursday
2021-02-12,0.06400000000000002,2.2,6.5,14.0,1507,0.6,722,13.4,0.0,0.0,0,9.2,86.0,14.72,60.6,29.0,1.7,3.4,250.0,5.9,250.0,1528,1909,20210212,202102,212,2021,2,12,Friday
2021-02-13,0.11,3.0,7.6,15.9,1444,1.0,758,14.9,0.0,0.0,0,9.3,86.1,14.36,50.6,24.0,1.5,3.8,290.0,6.1,290.0,1621,1625,20210213,202102,213,2021,2,13,Saturday
2021-02-14,-0.32279999999999986,1.0,9.5,13.8,1244,6.4,703,7.4,0.0,0.0,0,1.7,15.7,7.21,47.6,31.0,1.7,3.6,250.0,5.4,270.0,2354,2355,20210214,202102,214,2021,2,14,Sunday
2021-02-15,-0.6295999999999998,1.0,1.2,8.2,1,-5.2,2339,13.4,1.4,0.0,0,4.3,39.8,9.69,65.1,36.0,4.0,7.3,250.0,14.1,270.0,1419,1622,20210215,202102,215,2021,2,15,Monday
2021-02-16,-1.1183999999999998,1.0,-5.1,-1.3,1707,-7.0,2358,5.7,1.5,0.0,0,2.8,25.7,7.31,57.9,32.0,3.2,7.2,290.0,12.9,290.0,2257,2353,20210216,202102,216,2021,2,16,Tuesday
2021-02-17,-0.5843999999999999,1.0,-8.3,-5.2,1453,-10.4,719,5.2,0.0,0.0,0,9.8,89.9,17.28,44.1,32.0,5.0,7.5,270.0,15.8,270.0,1414,1417,20210217,202102,217,2021,2,17,Wednesday
2021-02-18,-0.2999999999999999,1.0,-5.8,-0.4,1631,-10.6,612,10.2,0.0,0.0,0,9.9,90.8,17.05,44.9,34.0,3.1,6.1,290.0,9.9,270.0,948,954,20210218,202102,218,2021,2,18,Thursday
2021-02-19,-0.22519999999999998,1.84,1.6,8.9,1553,-7.1,537,16.0,0.0,0.0,0,8.9,80.9,14.8,66.9,49.0,2.9,5.9,230.0,11.7,180.0,1557,1457,20210219,202102,219,2021,2,19,Friday
2021-02-20,0.0016,2.0,8.8,14.9,1545,5.5,1,9.4,0.0,0.0,0,7.8,70.9,15.25,60.4,25.0,2.1,3.9,200.0,6.5,180.0,4,5,20210220,202102,220,2021,2,20,Saturday
2021-02-21,-0.0372,2.0,10.8,17.4,1347,4.7,723,12.7,0.0,0.0,0,9.7,87.4,15.34,66.6,47.0,2.8,5.8,200.0,10.4,180.0,1607,1802,20210221,202102,221,2021,2,21,Sunday
2021-02-22,-0.07680000000000002,2.0,7.8,12.6,1220,0.4,2358,12.2,0.0,0.0,0,6.3,56.8,13.04,58.3,25.0,2.9,6.5,290.0,11.6,290.0,1537,2032,20210222,202102,222,2021,2,22,Monday
2021-02-23,-0.25999999999999984,1.0,0.0,4.3,1521,-3.1,733,7.4,0.0,0.0,0,10.0,90.1,17.53,34.0,21.0,2.9,5.3,290.0,8.5,290.0,1343,1343,20210223,202102,223,2021,2,23,Tuesday
2021-02-24,-0.24559999999999993,1.44,2.9,10.1,1517,-3.0,720,13.1,0.0,0.0,0,8.4,75.0,16.1,33.0,20.0,1.8,3.2,290.0,4.7,290.0,103,109,20210224,202102,224,2021,2,24,Wednesday
2021-02-25,-0.22,2.0,4.2,8.2,1527,0.7,406,7.5,0.0,0.0,0,0.0,0.0,5.22,35.1,25.0,1.4,2.8,50.0,4.2,20.0,1228,1035,20210225,202102,225,2021,2,25,Thursday
2021-02-26,-0.010000000000000002,2.0,8.2,15.8,1506,0.5,721,15.3,0.0,0.0,0,9.1,80.5,18.2,35.0,18.0,2.3,4.3,70.0,7.2,20.0,2015,1110,20210226,202102,226,2021,2,26,Friday
2021-02-27,-0.06120000000000001,2.0,9.5,16.2,1601,4.3,636,11.9,0.0,0.0,0,10.3,91.2,17.96,48.6,32.0,3.4,5.6,50.0,9.5,20.0,945,950,20210227,202102,227,2021,2,27,Saturday
2021-02-28,-0.16640000000000008,2.0,7.8,10.8,1607,3.2,717,7.6,0.0,0.0,0,2.6,23.0,7.13,49.0,38.0,2.1,4.3,70.0,6.8,70.0,235,242,20210228,202102,228,2021,2,28,Sunday
2021-03-01,-1.2199999999999995,1.0,4.7,9.0,1,0.5,2324,8.5,67.5,0.0,0,0.0,0.0,1.4,91.0,44.0,3.5,6.2,50.0,13.0,180.0,1706,1802,20210301,202103,301,2021,3,1,Monday
2021-03-02,-0.33,1.0,2.3,6.9,1543,0.2,352,6.7,0.1,0.0,0,4.7,41.2,12.9,75.9,45.0,1.9,4.0,340.0,6.4,290.0,1552,1712,20210302,202103,302,2021,3,2,Tuesday
2021-03-03,-0.030000000000000016,2.0,4.4,9.9,1627,-1.2,656,11.1,0.0,0.0,0,10.4,90.4,16.52,64.4,36.0,1.8,3.1,200.0,5.3,110.0,1258,1415,20210303,202103,303,2021,3,3,Wednesday
2021-03-04,-0.4052000000000001,1.0,7.2,13.0,1559,2.5,310,10.5,0.0,0.0,0,1.9,16.5,9.85,62.4,48.0,1.9,3.6,50.0,4.9,50.0,610,613,20210304,202103,304,2021,3,4,Thursday
2021-03-05,0.08600000000000003,2.6,9.0,16.2,1518,3.0,729,13.2,0.0,0.0,0,10.5,91.3,18.95,70.3,44.0,2.1,4.9,250.0,8.1,230.0,1618,1618,20210305,202103,305,2021,3,5,Friday
2021-03-06,-0.5324,1.0,6.6,11.6,1216,3.2,2357,8.4,0.0,0.0,0,3.6,31.0,12.71,69.5,49.0,3.3,6.2,50.0,10.5,50.0,1641,1426,20210306,202103,306,2021,3,6,Saturday
2021-03-07,-0.4292,1.0,6.2,12.2,1423,2.1,659,10.1,0.0,0.0,0,9.6,82.8,18.17,62.9,37.0,2.8,5.2,50.0,7.8,50.0,101,304,20210307,202103,307,2021,3,7,Sunday
2021-03-08,0.09080000000000002,2.68,7.0,13.9,1425,1.5,706,12.4,0.0,0.0,0,10.8,92.3,19.12,60.3,32.0,1.8,4.9,250.0,7.7,230.0,1639,1645,20210308,202103,308,2021,3,8,Monday
2021-03-09,-0.3812,1.0,6.6,12.2,1433,2.1,550,10.1,0.0,0.0,0,9.4,80.3,15.57,58.5,31.0,2.2,4.6,250.0,8.2,290.0,1641,1645,20210309,202103,309,2021,3,9,Tuesday
2021-03-10,0.06520000000000001,2.2,8.8,17.1,1539,1.7,704,15.4,0.0,0.0,0,10.2,87.2,19.1,61.8,28.0,1.8,3.7,270.0,5.8,70.0,1225,1842,20210310,202103,310,2021,3,10,Wednesday
2021-03-11,-0.1400000000000001,2.0,10.2,17.1,1436,4.7,720,12.4,0.0,0.0,0,7.9,66.9,16.6,50.8,22.0,1.8,4.5,250.0,7.3,270.0,1647,1654,20210311,202103,311,2021,3,11,Thursday
2021-03-12,-0.7284,1.0,10.5,14.9,1240,7.2,2353,7.7,0.0,0.0,0,0.1,0.8,7.41,57.0,39.0,2.2,4.8,70.0,8.4,110.0,1412,1400,20210312,202103,312,2021,3,12,Friday
2021-03-13,-0.36999999999999994,1.0,9.2,14.2,1436,4.6,650,9.6,0.0,0.0,0,6.0,50.8,14.87,62.8,42.0,2.2,4.4,270.0,7.6,250.0,1632,1617,20210313,202103,313,2021,3,13,Saturday
2021-03-14,0.030000000000000016,2.0,9.1,14.7,1541,4.9,701,9.8,0.0,0.0,0,8.2,68.9,17.99,71.4,48.0,2.2,3.9,250.0,6.8,230.0,1301,1302,20210314,202103,314,2021,3,14,Sunday
2021-03-15,-0.37920000000000004,1.12,10.6,15.7,1446,5.1,602,10.6,1.7,0.0,0,2.7,22.7,12.75,68.8,40.0,2.4,5.1,230.0,9.8,250.0,2058,2106,20210315,202103,315,2021,3,15,Monday
2021-03-16,-0.024400000000000005,2.0,8.4,13.1,1438,4.9,2356,8.2,1.3,0.0,0,10.6,88.3,21.13,52.5,26.0,3.2,5.3,270.0,9.9,270.0,46,52,20210316,202103,316,2021,3,16,Tuesday
2021-03-17,0.11120000000000002,2.84,8.8,17.5,1613,1.8,628,15.7,0.0,0.0,0,10.7,89.2,20.79,44.9,21.0,1.8,4.7,250.0,6.8,250.0,1713,1714,20210317,202103,317,2021,3,17,Wednesday
2021-03-18,-0.05600000000000002,2.12,11.7,18.4,1604,5.0,540,13.4,0.0,0.0,0,8.1,66.9,16.63,50.1,33.0,1.8,4.2,250.0,6.5,270.0,1647,1655,20210318,202103,318,2021,3,18,Thursday
2021-03-19,-0.027600000000000006,2.0,15.3,20.2,1510,11.4,640,8.8,0.0,0.0,0,8.8,72.7,19.09,47.9,32.0,2.2,4.3,290.0,7.5,140.0,923,1817,20210319,202103,319,2021,3,19,Friday
2021-03-20,-0.7023999999999999,1.0,9.9,14.7,1,7.4,2346,7.3,5.1,0.0,0,0.0,0.0,2.0,74.6,44.0,2.2,4.0,140.0,9.2,140.0,725,732,20210320,202103,320,2021,3,20,Saturday
2021-03-21,-0.37520000000000003,1.0,5.8,8.6,1427,3.1,2355,5.5,0.3,0.0,0,2.9,23.8,10.42,65.9,44.0,4.0,6.8,270.0,14.8,320.0,1750,2126,20210321,202103,321,2021,3,21,Sunday
2021-03-22,-0.08840000000000002,2.0,6.2,11.1,1349,1.1,653,10.0,0.0,0.0,0,11.1,91.0,22.58,55.3,26.0,3.2,6.9,230.0,12.4,200.0,1356,1534,20210322,202103,322,2021,3,22,Monday
2021-03-23,-0.07000000000000005,2.0,9.1,16.4,1418,2.5,518,13.9,0.0,0.0,0,10.3,83.7,20.89,63.5,35.0,2.5,5.7,200.0,12.1,270.0,1659,1437,20210323,202103,323,2021,3,23,Tuesday
2021-03-24,0.017200000000000007,2.0,10.8,16.9,1513,5.7,619,11.2,0.0,0.0,0,7.9,64.2,19.53,61.5,39.0,2.4,5.3,290.0,9.3,290.0,1646,1653,20210324,202103,324,2021,3,24,Wednesday
2021-03-25,0.15600000000000006,2.96,11.9,19.0,1405,6.8,2356,12.2,0.0,0.0,0,9.7,78.9,20.86,68.5,40.0,2.2,4.9,270.0,7.7,230.0,1525,1643,20210325,202103,325,2021,3,25,Thursday
2021-03-26,0.0432,2.08,12.6,20.6,1543,4.8,647,15.8,0.0,0.0,0,7.3,58.9,16.98,58.4,25.0,1.4,2.9,250.0,4.2,250.0,1,4,20210326,202103,326,2021,3,26,Friday
2021-03-27,-1.0744000000000007,1.0,12.1,15.0,1156,10.2,621,4.8,25.5,0.0,0,0.0,0.0,3.72,70.9,41.0,2.5,4.8,50.0,8.0,70.0,1558,1537,20210327,202103,327,2021,3,27,Saturday
2021-03-28,-0.7100000000000004,1.0,9.0,13.0,138,7.7,643,5.3,9.2,0.0,0,0.0,0.0,2.35,95.8,89.0,3.3,6.4,200.0,10.9,180.0,357,402,20210328,202103,328,2021,3,28,Sunday
2021-03-29,-0.08040000000000003,2.0,10.2,14.6,1342,7.3,2357,7.3,0.2,0.0,0,7.1,56.8,18.24,62.3,32.0,3.3,6.6,270.0,11.2,270.0,1538,1541,20210329,202103,329,2021,3,29,Monday
2021-03-30,0.1748,3.0,10.8,18.2,1548,4.1,623,14.1,0.0,0.0,0,11.1,88.8,24.53,47.3,21.0,2.2,5.1,250.0,8.1,290.0,1917,1827,20210330,202103,330,2021,3,30,Tuesday
2021-03-31,0.3232,3.12,14.5,22.9,1535,5.9,631,17.0,0.0,0.0,0,11.4,90.5,23.29,41.0,19.0,1.8,3.6,290.0,6.0,270.0,2126,2124,20210331,202103,331,2021,3,31,Wednesday
2021-04-01,0.22,3.0,17.7,24.0,1614,12.0,651,12.0,0.0,0.0,0,10.0,79.4,20.91,33.0,18.0,3.5,6.7,50.0,12.4,50.0,2159,2153,20210401,202104,401,2021,4,1,Thursday
2021-04-02,-0.11360000000000006,2.0,17.8,23.0,1506,12.5,408,10.5,0.0,0.0,0,3.4,26.8,15.37,35.6,25.0,3.2,6.4,50.0,10.9,50.0,12,13,20210402,202104,402,2021,4,2,Friday
2021-04-03,-0.9236,1.0,14.9,18.0,1,10.9,2353,7.1,56.2,11.5,1110,0.0,0.0,1.98,80.8,40.0,3.1,6.3,50.0,10.3,50.0,2159,2037,20210403,202104,403,2021,4,3,Saturday
2021-04-04,-0.36959999999999993,1.0,11.9,15.8,1337,9.0,2400,6.8,0.6,0.4,402,1.5,11.8,12.91,65.8,47.0,3.2,5.2,50.0,9.7,50.0,107,112,20210404,202104,404,2021,4,4,Sunday
2021-04-05,0.19800000000000006,3.0,11.9,19.3,1614,5.4,629,13.9,0.0,0.0,0,12.0,93.8,25.81,47.9,19.0,2.4,5.3,270.0,9.0,270.0,1655,1704,20210405,202104,405,2021,4,5,Monday
2021-04-06,-0.1052,2.0,13.9,19.2,1343,9.4,510,9.8,0.0,0.0,0,10.6,82.8,23.34,50.9,29.0,2.5,5.4,250.0,9.5,200.0,1445,1653,20210406,202104,406,2021,4,6,Tuesday
2021-04-07,0.10240000000000006,2.56,14.1,20.4,1335,8.1,607,12.3,0.0,0.0,0,11.9,92.2,24.49,47.5,24.0,2.5,6.2,270.0,11.1,250.0,1513,1623,20210407,202104,407,2021,4,7,Wednesday
2021-04-08,0.08040000000000003,2.04,13.0,18.0,1516,7.2,616,10.8,0.0,0.0,0,12.1,93.8,25.85,34.0,22.0,2.7,5.8,290.0,10.6,320.0,1801,1611,20210408,202104,408,2021,4,8,Thursday
2021-04-09,0.14640000000000009,3.0,13.6,19.6,1558,7.6,416,12.0,0.0,0.0,0,11.9,92.2,25.3,39.3,25.0,2.7,5.8,50.0,10.0,20.0,849,848,20210409,202104,409,2021,4,9,Friday
