date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),최대 풍속(m/s),평균 해면기압(hPa),1시간 최다 일사량(MJ/m2),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 30cm 지중온도(°C),5.0cm 지중온도(°C),9-9강수(mm),서울시립미술관 본관
201706,6,28.75,23.273333333333333,33.46666666666667,56.60333333333333,5.123076923076923,2.3733333333333335,9.506666666666666,18.70666666666667,5.136666666666668,1008.1800000000002,2.737333333333333,15.773333333333333,25.636666666666663,23.363333333333333,13.709999999999999,5.55,155405
201707,7,30.393548387096775,26.922580645161293,59.67741935483871,77.1774193548387,27.0,2.0,3.970967741935484,24.309677419354838,4.493548387096773,1007.2032258064517,1.7806451612903231,23.141935483870974,27.648387096774194,26.480645161290322,15.248387096774197,27.08695652173913,191982
201708,8,29.654838709677428,25.916129032258066,50.83870967741935,70.81935483870967,15.631578947368421,2.2548387096774194,5.361290322580647,22.893548387096775,4.54516129032258,1007.3806451612902,1.9396774193548394,21.24838709677419,26.948387096774187,26.638709677419357,16.76451612903226,14.75,168860
201709,9,27.433333333333326,22.10333333333334,39.1,60.929999999999986,3.888888888888889,1.9800000000000002,8.058620689655173,17.483333333333334,4.196666666666667,1012.9666666666668,2.24,14.496666666666666,23.46,23.533333333333335,17.956666666666667,3.888888888888889,57779
201710,10,22.530000000000005,16.409677419354836,33.733333333333334,56.25806451612903,3.3125,1.9366666666666663,7.423333333333333,11.63225806451613,4.276666666666666,1020.8967741935484,1.3136666666666663,7.532258064516131,17.73,18.923333333333336,18.51935483870969,4.416666666666667,169585
201711,11,10.46,5.626666666666667,32.166666666666664,53.42666666666664,2.9071428571428575,2.076666666666666,6.070370370370371,1.2866666666666668,4.526666666666666,1023.0133333333335,1.054814814814815,-4.4433333333333325,7.489999999999999,10.620000000000001,18.63333333333334,2.9071428571428575,107428
201712,12,2.1580645161290324,-1.929032258064516,33.16129032258065,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,-5.748387096774194,4.0233333333333325,1026.032258064516,0.9400000000000003,-9.841935483870968,0.0032258064516128048,2.8258064516129036,18.12258064516129,2.3200000000000003,142238
201801,1,0.1419354838709677,-3.9774193548387093,28.93548387096774,48.03225806451612,0.7727272727272727,1.8709677419354838,6.43793103448276,-7.329032258064517,4.199999999999999,1024.6000000000001,0.9972413793103448,-11.735483870967741,-1.5806451612903225,0.7741935483870966,16.954838709677418,0.85,85495
201802,2,3.2821428571428575,-1.6464285714285718,24.392857142857142,44.914285714285704,4.933333333333334,2.1785714285714284,7.192592592592593,-5.871428571428572,4.503571428571429,1023.7714285714286,1.9503571428571431,-11.84642857142857,-1.0357142857142854,-0.3857142857142857,15.549999999999999,6.0200000000000005,71670
201803,3,13.59677419354839,8.080645161290322,33.67741935483871,59.20645161290322,4.95,1.919354838709678,6.745161290322581,3.8225806451612905,4.183870967741936,1020.3419354838709,2.2851612903225806,-0.3806451612903223,8.080645161290322,6.261290322580645,14.245161290322581,4.9,68382
201804,4,18.513333333333335,12.986666666666666,29.833333333333332,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,8.086666666666666,4.503333333333333,1015.6066666666669,2.4516666666666667,3.2366666666666664,13.580000000000004,12.363333333333332,13.22,10.858333333333334,104744
201805,5,23.290322580645167,18.167741935483875,40.87096774193548,63.435483870967744,15.857142857142858,1.719354838709677,7.470967741935484,13.390322580645163,4.206451612903226,1011.2354838709678,2.503225806451613,10.051612903225807,19.72258064516129,18.064516129032253,12.98387096774194,17.076923076923077,178227
201806,6,28.369999999999997,23.136666666666663,39.53333333333333,63.03333333333331,14.291666666666666,1.6799999999999997,7.886666666666668,18.866666666666667,4.046666666666668,1007.6033333333331,2.8003333333333336,15.2,25.36666666666667,23.32,13.473333333333334,17.5,135666
201807,7,32.13225806451613,27.796774193548387,49.29032258064516,67.45161290322578,18.56,1.4612903225806453,7.616666666666668,24.212903225806453,3.3032258064516133,1008.5129032258066,2.410967741935483,21.413333333333334,28.663333333333338,26.54333333333334,14.758064516129032,15.174999999999999,137954
201808,8,33.30322580645161,28.761290322580656,45.16129032258065,64.71935483870966,12.6625,1.6903225806451612,7.5,25.203225806451616,4.006451612903225,1006.9548387096773,2.451290322580645,22.25483870967742,30.20333333333333,28.689999999999998,15.88709677419355,12.6625,159112
201809,9,26.04,21.496666666666666,38.9,60.66,5.708333333333333,1.5633333333333332,7.290000000000001,17.62666666666667,3.450000000000001,1013.2099999999998,2.4139999999999993,14.309999999999999,23.089999999999996,23.61666666666666,17.30666666666667,6.2272727272727275,110687
201810,10,18.612903225806456,13.05483870967742,34.354838709677416,59.348387096774175,10.954545454545455,1.5451612903225809,7.803225806451613,8.496774193548386,3.829032258064516,1018.9225806451612,2.148387096774193,4.096774193548387,14.600000000000001,16.712903225806453,18.245161290322578,9.26923076923077,93147
201811,11,13.153333333333336,7.793333333333335,32.733333333333334,57.47999999999999,8.78888888888889,1.3966666666666663,5.92,3.6266666666666656,3.4966666666666675,1023.6533333333333,1.6056666666666666,-0.2599999999999998,8.313333333333334,10.58,18.383333333333333,7.909999999999999,92200
201812,12,4.087096774193548,-0.6064516129032259,26.483870967741936,45.75806451612903,2.733333333333334,1.803225806451613,6.4483870967741925,-4.693548387096774,3.9,1027.7612903225806,1.5393548387096774,-8.793548387096775,0.7645161290322577,3.696774193548387,17.63870967741936,1.8222222222222224,97456
201901,1,4.087096774193548,-0.896774193548387,25.70967741935484,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,-5.064516129032257,4.190322580645161,1026.383870967742,1.6403225806451613,-11.125806451612904,-0.7258064516129034,0.7096774193548386,16.470967741935482,0.0,106456
201902,2,6.046428571428572,0.9857142857142855,26.0,47.31071428571427,2.644444444444444,1.8428571428571427,6.803571428571429,-3.217857142857142,4.1071428571428585,1024.5035714285716,1.9225,-7.835714285714288,1.2142857142857142,1.703571428571428,15.12857142857143,2.38,94846
201903,3,12.445161290322583,7.093548387096774,25.838709677419356,51.303225806451614,2.68,2.087096774193548,6.574193548387096,2.7451612903225806,4.72258064516129,1017.1387096774193,2.1412903225806446,-2.5935483870967753,7.1322580645161295,6.8000000000000025,13.925806451612905,2.977777777777778,118287
201904,4,17.639999999999997,12.120000000000001,27.366666666666667,50.943333333333335,3.6384615384615375,1.8766666666666665,7.386666666666667,7.176666666666668,4.456666666666666,1015.0833333333335,2.458999999999999,1.6166666666666667,12.620000000000003,11.359999999999998,13.136666666666663,3.941666666666667,150643
